updated,md5sum,filesize,original_filename,archive_filename,airmass,ra_range,dec_range,ra,dec,ifilter,seeing,depth,exposure,expnum,obs_night,date_obs,pi_ids,pi,prop_id,release_date,instrument,telescope,site,obs_mode,obs_type,object,proc_type,prod_type,survey,caldat,collections
2024-05-10T13:20:11.520231+0000,0b558261eddc5d3036d2840579843625,325690560,/data_local/images/DTS/2023B-851374/DECam_01291377.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_022603_ooi_z_v1.fits.fz,1.56,"{'gte': 121.15295833333332, 'lte': 121.15295833343332}","{'gte': -22.458027777777776, 'lte': -22.458027777677778}",121.15295833333332,-22.458027777777776,z DECam SDSS c0004 9260.0 1520.0,1.23,22.71,60.0,1291377,2024-04-23,2024-04-23T02:26:03.284520+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T09:14:03.217921+0000,0b55b46b444072576fffde064b771c65,8496000,/data_local/images/DTS/2023B-851374/DECam_01292000.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_022952_ood_z_v1.fits.fz,1.67,"{'gte': 118.92795833333332, 'lte': 118.92795833343332}","{'gte': -23.56313888888889, 'lte': -23.56313888878889}",118.92795833333332,-23.56313888888889,z DECam SDSS c0004 9260.0 1520.0,1.34,22.78,80.0,1292000,2024-04-24,2024-04-24T02:29:52.148379+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T13:44:54.860423+0000,0ba0a166e6cda316014a42754caf70c7,266811840,/data_local/images/DTS/2023B-851374/DECam_01291409.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_031608_oow_r_gw.fits.fz,1.89,"{'gte': 124.66525416666666, 'lte': 124.66525416676666}","{'gte': -21.876, 'lte': -21.875999999900003}",124.66525416666666,-21.876,r DECam SDSS c0002 6415.0 1480.0,1.93,,60.0,1291409,2024-04-23,2024-04-23T03:16:08.619570+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14362-1,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T01:52:11.086320+0000,0dd458c98d439bd6bf5d73cef5e64c29,8089920,/data_local/images/DTS/2023B-851374/DECam_01292287.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_003551_ood_r_gw.fits.fz,1.1,"{'gte': 123.1514833333333, 'lte': 123.1514833334333}","{'gte': -30.374, 'lte': -30.3739999999}",123.1514833333333,-30.374,r DECam SDSS c0002 6415.0 1480.0,1.09,,60.0,1292287,2024-04-25,2024-04-25T00:35:51.417396+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-24,"[None, None]"
2024-05-10T13:05:01.172955+0000,0dec7b1c0c88c526694719ee89b2888b,5941440,/data_local/images/DTS/2023B-851374/DECam_01291360.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_015859_ood_z_gw.fits.fz,1.38,"{'gte': 124.00227083333334, 'lte': 124.00227083343334}","{'gte': -17.43, 'lte': -17.4299999999}",124.00227083333334,-17.43,z DECam SDSS c0004 9260.0 1520.0,1.16,,60.0,1291360,2024-04-23,2024-04-23T01:58:59.203088+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14367-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T08:20:31.067367+0000,0e3fa0e80f64258459a8e15c95d2cf70,268522560,/data_local/images/DTS/2023B-851374/DECam_01291936.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_003358_oow_r_gw.fits.fz,1.1,"{'gte': 121.98249166666665, 'lte': 121.98249166676665}","{'gte': -27.187, 'lte': -27.186999999900003}",121.98249166666665,-27.187,r DECam SDSS c0002 6415.0 1480.0,1.09,,60.0,1291936,2024-04-24,2024-04-24T00:33:58.065692+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-23,"[None, None]"
2024-05-10T02:01:48.057345+0000,10158ebea1d2b01feca65b1e2d78f730,5463360,/data_local/images/DTS/2023B-851374/DECam_01292298.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_005326_ood_r_v1.fits.fz,1.13,"{'gte': 130.385, 'lte': 130.38500000009998}","{'gte': -15.350027777777777, 'lte': -15.350027777677777}",130.385,-15.350027777777777,r DECam SDSS c0002 6415.0 1480.0,0.94,23.36,60.0,1292298,2024-04-25,2024-04-25T00:53:26.624159+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS DELVE-14404-1,instcal,dqmask,,2024-04-24,"[None, None]"
2024-05-10T13:05:51.495345+0000,0638bcfd9e0708931591dbc69750572d,5950080,/data_local/images/DTS/2023B-851374/DECam_01291361.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_020032_ood_z_v1.fits.fz,1.35,"{'gte': 125.88887499999998, 'lte': 125.88887500009999}","{'gte': -17.72422222222222, 'lte': -17.724222222122222}",125.88887499999998,-17.72422222222222,z DECam SDSS c0004 9260.0 1520.0,1.09,22.46,60.0,1291361,2024-04-23,2024-04-23T02:00:32.291971+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14384-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T07:41:10.801177+0000,068066cbc676b6534f0f4bf43df77aa5,5518080,/data_local/images/DTS/2023B-851374/DECam_01291890.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240423_231856_ood_r_v1.fits.fz,1.04,"{'gte': 124.83549999999997, 'lte': 124.83550000009997}","{'gte': -14.681555555555555, 'lte': -14.681555555455555}",124.83549999999997,-14.681555555555555,r DECam SDSS c0002 6415.0 1480.0,1.47,22.55,60.0,1291890,2024-04-23,2024-04-23T23:18:56.894077+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T08:12:25.014483+0000,068260d91e925dae940128d68e88ced6,324642240,/data_local/images/DTS/2023B-851374/DECam_01291929.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_002227_ooi_r_v1.fits.fz,1.05,"{'gte': 126.78979166666664, 'lte': 126.78979166676665}","{'gte': -25.15286111111111, 'lte': -25.152861111011113}",126.78979166666664,-25.15286111111111,r DECam SDSS c0002 6415.0 1480.0,1.13,22.97,60.0,1291929,2024-04-24,2024-04-24T00:22:27.689233+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS DELVE-14459-1,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T12:37:19.490735+0000,06a9ac5165c9a48092265c0132cf0dce,266515200,/data_local/images/DTS/2023B-851374/DECam_01291323.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_010049_oow_r_gw.fits.fz,1.19,"{'gte': 122.91001666666666, 'lte': 122.91001666676667}","{'gte': -17.081, 'lte': -17.0809999999}",122.91001666666666,-17.081,r DECam SDSS c0002 6415.0 1480.0,0.99,,60.0,1291323,2024-04-23,2024-04-23T01:00:49.555168+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T12:43:23.331276+0000,09718fae15c89715c10dcd2c6716ee99,266376960,/data_local/images/DTS/2023B-851374/DECam_01291331.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_011316_oow_r_gw.fits.fz,1.17,"{'gte': 126.43325833333331, 'lte': 126.43325833343332}","{'gte': -19.253, 'lte': -19.252999999900002}",126.43325833333331,-19.253,r DECam SDSS c0002 6415.0 1480.0,0.96,,60.0,1291331,2024-04-23,2024-04-23T01:13:16.737059+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14401-1,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T01:07:00.339316+0000,02e1304dfb0f73488c0cd6fca1eecfe8,320584320,/data_local/images/DTS/2023B-851374/DECam_01292235.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_231150_ooi_r_gw.fits.fz,1.04,"{'gte': 128.54254583333332, 'lte': 128.5425458334333}","{'gte': -15.161, 'lte': -15.1609999999}",128.54254583333332,-15.161,r DECam SDSS c0002 6415.0 1480.0,1.09,,60.0,1292235,2024-04-24,2024-04-24T23:11:50.810724+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T09:12:32.019148+0000,0457b15408e8e6b305b7a3c4d560bf7c,270820800,/data_local/images/DTS/2023B-851374/DECam_01291998.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_022553_oow_z_gw.fits.fz,1.53,"{'gte': 123.09725833333331, 'lte': 123.09725833343332}","{'gte': -22.884999999999998, 'lte': -22.8849999999}",123.09725833333331,-22.884999999999998,z DECam SDSS c0004 9260.0 1520.0,1.11,,80.0,1291998,2024-04-24,2024-04-24T02:25:53.317881+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-23,"[None, None]"
2024-05-10T02:13:18.122183+0000,045f1713714c08c1d9c19239af9d9397,321635520,/data_local/images/DTS/2023B-851374/DECam_01292310.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_011307_ooi_z_v1.fits.fz,1.2,"{'gte': 127.225875, 'lte': 127.2258750001}","{'gte': -16.45625, 'lte': -16.456249999900002}",127.225875,-16.45625,z DECam SDSS c0004 9260.0 1520.0,0.97,22.66,60.0,1292310,2024-04-25,2024-04-25T01:13:07.560820+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T08:37:50.295454+0000,1334dbac8b50c6f0a21f29899b035ac0,7689600,/data_local/images/DTS/2023B-851374/DECam_01291956.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_010611_ood_r_v1.fits.fz,1.14,"{'gte': 124.40629166666665, 'lte': 124.40629166676665}","{'gte': -33.5965, 'lte': -33.5964999999}",124.40629166666665,-33.5965,r DECam SDSS c0002 6415.0 1480.0,1.3,22.66,60.0,1291956,2024-04-24,2024-04-24T01:06:11.276795+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T08:37:01.189798+0000,134f2ad7d262cbe7e97a5a501552f460,7251840,/data_local/images/DTS/2023B-851374/DECam_01291955.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_010440_ood_r_v1.fits.fz,1.16,"{'gte': 122.29304166666665, 'lte': 122.29304166676665}","{'gte': -33.14588888888889, 'lte': -33.14588888878889}",122.29304166666665,-33.14588888888889,r DECam SDSS c0002 6415.0 1480.0,1.16,22.82,60.0,1291955,2024-04-24,2024-04-24T01:04:40.408556+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T12:35:41.985306+0000,14bcb229a45064e780e74bd58f8caf39,321854400,/data_local/images/DTS/2023B-851374/DECam_01291321.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_005737_ooi_r_v1.fits.fz,1.14,"{'gte': 127.22774999999999, 'lte': 127.22775000009999}","{'gte': -16.45536111111111, 'lte': -16.45536111101111}",127.22774999999999,-16.45536111111111,r DECam SDSS c0002 6415.0 1480.0,0.88,23.36,60.0,1291321,2024-04-23,2024-04-23T00:57:37.302503+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14385-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T12:09:36.016215+0000,160b5ff7ab8d748c85b95fa6ea69e20b,7392960,/data_local/images/DTS/2023B-851374/DECam_01291289.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_000615_ood_r_gw.fits.fz,1.04,"{'gte': 124.59124583333332, 'lte': 124.59124583343332}","{'gte': -29.187, 'lte': -29.186999999900003}",124.59124583333332,-29.187,r DECam SDSS c0002 6415.0 1480.0,1.17,,60.0,1291289,2024-04-23,2024-04-23T00:06:15.530947+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14479-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T01:19:08.577093+0000,16a6c64de4ea8e976d44b2c2dc86362f,265959360,/data_local/images/DTS/2023B-851374/DECam_01292248.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_233211_oow_r_gw.fits.fz,1.03,"{'gte': 126.43351666666665, 'lte': 126.43351666676665}","{'gte': -19.253, 'lte': -19.252999999900002}",126.43351666666665,-19.253,r DECam SDSS c0002 6415.0 1480.0,1.14,,60.0,1292248,2024-04-24,2024-04-24T23:32:11.482624+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-24,"[None, None]"
2024-05-10T09:18:58.435569+0000,d893401f9d351bcbd930a6e76cdde1ee,330177600,/data_local/images/DTS/2023B-851374/DECam_01292005.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_024017_ooi_z_gw.fits.fz,1.8,"{'gte': 117.48050833333332, 'lte': 117.48050833343332}","{'gte': -24.637, 'lte': -24.636999999900002}",117.48050833333332,-24.637,z DECam SDSS c0004 9260.0 1520.0,1.35,,80.0,1292005,2024-04-24,2024-04-24T02:40:17.046755+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T12:22:29.682131+0000,d8ef7981a7bde6ecb0f213811a81adc0,6238080,/data_local/images/DTS/2023B-851374/DECam_01291304.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_003031_ood_r_v1.fits.fz,1.1,"{'gte': 118.65104166666666, 'lte': 118.65104166676666}","{'gte': -33.75252777777778, 'lte': -33.75252777767778}",118.65104166666666,-33.75252777777778,r DECam SDSS c0002 6415.0 1480.0,1.37,22.76,60.0,1291304,2024-04-23,2024-04-23T00:30:31.415518+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-12363-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T02:32:22.328935+0000,d98e108d3287fac4ab8dc769a540ebaf,6808320,/data_local/images/DTS/2023B-851374/DECam_01292334.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_015131_ood_z_v1.fits.fz,1.36,"{'gte': 123.09666666666664, 'lte': 123.09666666676664}","{'gte': -22.8855, 'lte': -22.885499999900002}",123.09666666666664,-22.8855,z DECam SDSS c0004 9260.0 1520.0,1.01,23.04,60.0,1292334,2024-04-25,2024-04-25T01:51:31.569076+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-24,"[None, None]"
2024-05-10T02:01:53.550762+0000,d9ada7f31309dc48e6eaa19d134db4de,320405760,/data_local/images/DTS/2023B-851374/DECam_01292298.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_005326_ooi_r_gw.fits.fz,1.13,"{'gte': 130.3832708333333, 'lte': 130.3832708334333}","{'gte': -15.349, 'lte': -15.3489999999}",130.3832708333333,-15.349,r DECam SDSS c0002 6415.0 1480.0,0.94,,60.0,1292298,2024-04-25,2024-04-25T00:53:26.624159+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS DELVE-14404-1,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T01:10:16.785599+0000,d9fd5e43ea548347fb66fbb1198ff69e,266178240,/data_local/images/DTS/2023B-851374/DECam_01292238.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_231626_oow_r_v1.fits.fz,1.03,"{'gte': 127.22679166666666, 'lte': 127.22679166676666}","{'gte': -16.456972222222223, 'lte': -16.456972222122225}",127.22679166666666,-16.456972222222223,r DECam SDSS c0002 6415.0 1480.0,1.04,22.97,60.0,1292238,2024-04-24,2024-04-24T23:16:26.832745+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-24,"[None, None]"
2024-05-10T09:44:36.684951+0000,da1ec78e47ecf58480778d8cf0dd4940,5840640,/data_local/images/DTS/2023B-851374/DECam_01292038.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_033819_ood_z_v1.fits.fz,2.15,"{'gte': 120.7755, 'lte': 120.7755000001}","{'gte': -34.28063888888889, 'lte': -34.280638888788886}",120.7755,-34.28063888888889,z DECam SDSS c0004 9260.0 1520.0,1.79,22.01,60.0,1292038,2024-04-24,2024-04-24T03:38:19.487530+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T07:45:49.554360+0000,dbe749af5f2d509c0e2a4aee3885e542,5414400,/data_local/images/DTS/2023B-851374/DECam_01291896.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240423_232810_ood_r_gw.fits.fz,1.03,"{'gte': 129.08852916666663, 'lte': 129.08852916676662}","{'gte': -16.679000000000002, 'lte': -16.678999999900004}",129.08852916666663,-16.679000000000002,r DECam SDSS c0002 6415.0 1480.0,1.05,,60.0,1291896,2024-04-23,2024-04-23T23:28:10.397462+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T12:37:57.035262+0000,dcdf5fafb5ffc7e423d5f3ae00c10bd5,322827840,/data_local/images/DTS/2023B-851374/DECam_01291324.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_010221_ooi_r_gw.fits.fz,1.18,"{'gte': 124.00227083333334, 'lte': 124.00227083343334}","{'gte': -17.43, 'lte': -17.4299999999}",124.00227083333334,-17.43,r DECam SDSS c0002 6415.0 1480.0,0.94,,60.0,1291324,2024-04-23,2024-04-23T01:02:21.914816+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14367-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T02:48:15.866314+0000,dcfc5e27ddee9f2c9156801848360e59,9555840,/data_local/images/DTS/2023B-851374/DECam_01292355.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_022935_ood_z_gw.fits.fz,1.53,"{'gte': 122.55748333333331, 'lte': 122.55748333343331}","{'gte': -28.776, 'lte': -28.7759999999}",122.55748333333331,-28.776,z DECam SDSS c0004 9260.0 1520.0,1.04,,80.0,1292355,2024-04-25,2024-04-25T02:29:35.763321+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-24,"[None, None]"
2024-05-10T13:35:40.047031+0000,dd0c1c4b22e34ea2142573fffa1a9f3b,271033920,/data_local/images/DTS/2023B-851374/DECam_01291397.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_025703_oow_z_gw.fits.fz,1.99,"{'gte': 115.00424999999998, 'lte': 115.00425000009999}","{'gte': -28.326999999999998, 'lte': -28.3269999999}",115.00424999999998,-28.326999999999998,z DECam SDSS c0004 9260.0 1520.0,1.68,,60.0,1291397,2024-04-23,2024-04-23T02:57:03.493212+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14393-1,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T09:07:21.310293+0000,dd1c8a896d29ea43097468430410ab03,323997120,/data_local/images/DTS/2023B-851374/DECam_01291993.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_021556_ooi_z_gw.fits.fz,1.44,"{'gte': 124.66550833333334, 'lte': 124.66550833343334}","{'gte': -21.876, 'lte': -21.875999999900003}",124.66550833333334,-21.876,z DECam SDSS c0004 9260.0 1520.0,1.19,,80.0,1291993,2024-04-24,2024-04-24T02:15:56.254259+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T08:24:36.935165+0000,ddc41251a42ca6e5d0576cd0895e34e4,7574400,/data_local/images/DTS/2023B-851374/DECam_01291941.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_004159_ood_r_gw.fits.fz,1.11,"{'gte': 122.55748333333331, 'lte': 122.55748333343331}","{'gte': -28.776, 'lte': -28.7759999999}",122.55748333333331,-28.776,r DECam SDSS c0002 6415.0 1480.0,1.17,,60.0,1291941,2024-04-24,2024-04-24T00:41:59.312384+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T01:25:44.165777+0000,de1bae954846f0d0c5a39014cfef3dca,325509120,/data_local/images/DTS/2023B-851374/DECam_01292257.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_234637_ooi_r_v1.fits.fz,1.04,"{'gte': 124.66725000000001, 'lte': 124.66725000010001}","{'gte': -21.876, 'lte': -21.875999999900003}",124.66725000000001,-21.876,r DECam SDSS c0002 6415.0 1480.0,1.0,23.44,60.0,1292257,2024-04-24,2024-04-24T23:46:37.950418+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T13:51:52.526244+0000,dea8899277ec7792ea15e85ba7554f8c,267600960,/data_local/images/DTS/2023B-851374/DECam_01291418.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_033115_oow_r_gw.fits.fz,1.94,"{'gte': 125.40124583333332, 'lte': 125.40124583343332}","{'gte': -26.392, 'lte': -26.3919999999}",125.40124583333332,-26.392,r DECam SDSS c0002 6415.0 1480.0,1.97,,60.0,1291418,2024-04-23,2024-04-23T03:31:15.351177+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14362-1,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T01:16:44.840438+0000,cf0f4f60f21f615ecc94865142e0d644,325621440,/data_local/images/DTS/2023B-851374/DECam_01292245.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_232735_ooi_r_v1.fits.fz,1.04,"{'gte': 121.53008333333332, 'lte': 121.53008333343332}","{'gte': -18.22111111111111, 'lte': -18.221111111011112}",121.53008333333332,-18.22111111111111,r DECam SDSS c0002 6415.0 1480.0,1.01,23.4,60.0,1292245,2024-04-24,2024-04-24T23:27:35.804979+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T01:33:27.040002+0000,cfd4c8f092f29557b7128611d53277cf,266391360,/data_local/images/DTS/2023B-851374/DECam_01292266.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_000122_oow_r_v1.fits.fz,1.03,"{'gte': 128.15041666666664, 'lte': 128.15041666676663}","{'gte': -23.884249999999998, 'lte': -23.8842499999}",128.15041666666664,-23.884249999999998,r DECam SDSS c0002 6415.0 1480.0,1.02,23.34,60.0,1292266,2024-04-25,2024-04-25T00:01:22.082017+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS DELVE-14460-1,instcal,wtmap,,2024-04-24,"[None, None]"
2024-05-10T02:40:13.835074+0000,cfd81b77890b5a61393c6ed32b617b0a,270112320,/data_local/images/DTS/2023B-851374/DECam_01292344.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_020832_oow_z_gw.fits.fz,1.35,"{'gte': 126.78724583333332, 'lte': 126.78724583343332}","{'gte': -25.154, 'lte': -25.1539999999}",126.78724583333332,-25.154,z DECam SDSS c0004 9260.0 1520.0,1.2,,80.0,1292344,2024-04-25,2024-04-25T02:08:32.191277+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS DELVE-14459-1,instcal,wtmap,,2024-04-24,"[None, None]"
2024-05-10T02:42:20.130770+0000,d1d35aa8a44caff9795ccd5031d3afb9,332225280,/data_local/images/DTS/2023B-851374/DECam_01292347.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_021418_ooi_z_gw.fits.fz,1.58,"{'gte': 117.98849999999999, 'lte': 117.98850000009999}","{'gte': -26.230999999999998, 'lte': -26.2309999999}",117.98849999999999,-26.230999999999998,z DECam SDSS c0004 9260.0 1520.0,1.16,,80.0,1292347,2024-04-25,2024-04-25T02:14:18.150631+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T08:33:10.474356+0000,d327c18359cd8e6c20599e843bcc2a54,268704000,/data_local/images/DTS/2023B-851374/DECam_01291950.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_005633_oow_r_v1.fits.fz,1.14,"{'gte': 121.68741666666664, 'lte': 121.68741666676664}","{'gte': -31.530166666666666, 'lte': -31.530166666566668}",121.68741666666664,-31.530166666666666,r DECam SDSS c0002 6415.0 1480.0,1.2,22.8,60.0,1291950,2024-04-24,2024-04-24T00:56:33.277894+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-23,"[None, None]"
2024-05-10T12:44:40.622799+0000,c19b23011bd0283ad4204fffeec65185,5904000,/data_local/images/DTS/2023B-851374/DECam_01291333.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_011647_ood_r_v1.fits.fz,1.16,"{'gte': 128.3310833333333, 'lte': 128.3310833334333}","{'gte': -19.508166666666668, 'lte': -19.50816666656667}",128.3310833333333,-19.508166666666668,r DECam SDSS c0002 6415.0 1480.0,0.93,23.26,60.0,1291333,2024-04-23,2024-04-23T01:16:47.234738+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14420-1,instcal,dqmask,,2024-04-22,"[None, None]"
