updated,md5sum,filesize,original_filename,archive_filename,airmass,ra_range,dec_range,ra,dec,ifilter,seeing,depth,exposure,expnum,obs_night,date_obs,pi_ids,pi,prop_id,release_date,instrument,telescope,site,obs_mode,obs_type,object,proc_type,prod_type,survey,caldat,collections
2024-05-10T09:07:46.162383+0000,995b97c423cfbda335d8c6902b780752,270348480,/data_local/images/DTS/2023B-851374/DECam_01291993.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_021556_oow_z_v1.fits.fz,1.44,"{'gte': 124.668, 'lte': 124.66800000010001}","{'gte': -21.87688888888889, 'lte': -21.87688888878889}",124.668,-21.87688888888889,z DECam SDSS c0004 9260.0 1520.0,1.19,22.84,80.0,1291993,2024-04-24,2024-04-24T02:15:56.254259+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-23,"[None, None]"
2024-05-10T08:51:27.443746+0000,4f76a1577d3ec20e2770fa8ca6414ea2,269712000,/data_local/images/DTS/2023B-851374/DECam_01291972.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_013405_oow_z_v1.fits.fz,1.31,"{'gte': 123.48324999999997, 'lte': 123.48325000009997}","{'gte': -15.904444444444445, 'lte': -15.904444444344445}",123.48324999999997,-15.904444444444445,z DECam SDSS c0004 9260.0 1520.0,1.23,22.34,80.0,1291972,2024-04-24,2024-04-24T01:34:05.186768+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-23,"[None, None]"
2024-05-10T13:19:35.073524+0000,99b92f36cb410cbb9579aa143eafbaf2,270400320,/data_local/images/DTS/2023B-851374/DECam_01291376.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_022430_oow_z_v1.fits.fz,1.61,"{'gte': 119.21854166666665, 'lte': 119.21854166676665}","{'gte': -21.979166666666664, 'lte': -21.979166666566666}",119.21854166666665,-21.979166666666664,z DECam SDSS c0004 9260.0 1520.0,1.17,22.87,60.0,1291376,2024-04-23,2024-04-23T02:24:30.971256+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T09:38:30.323852+0000,4fdba92a2319756ad578a31e6d810796,326689920,/data_local/images/DTS/2023B-851374/DECam_01292030.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_032506_ooi_z_v1.fits.fz,1.89,"{'gte': 123.76875, 'lte': 123.7687500001}","{'gte': -31.979305555555555, 'lte': -31.979305555455557}",123.76875,-31.979305555555555,z DECam SDSS c0004 9260.0 1520.0,1.69,21.99,60.0,1292030,2024-04-24,2024-04-24T03:25:06.155839+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T08:05:36.186764+0000,4fffc38fd130536d325ecf1431a48f8c,323688960,/data_local/images/DTS/2023B-851374/DECam_01291922.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_001030_ooi_r_gw.fits.fz,1.05,"{'gte': 126.20125416666664, 'lte': 126.20125416676665}","{'gte': -23.593999999999998, 'lte': -23.5939999999}",126.20125416666664,-23.593999999999998,r DECam SDSS c0002 6415.0 1480.0,1.17,,60.0,1291922,2024-04-24,2024-04-24T00:10:30.996904+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS DELVE-14438-1,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T01:20:32.717636+0000,50c66efa8394ce9f7b3f88ded756917a,322344000,/data_local/images/DTS/2023B-851374/DECam_01292250.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_233540_ooi_r_v1.fits.fz,1.03,"{'gte': 128.33054166666665, 'lte': 128.33054166676663}","{'gte': -19.508222222222223, 'lte': -19.508222222122225}",128.33054166666665,-19.508222222222223,r DECam SDSS c0002 6415.0 1480.0,1.09,23.28,60.0,1292250,2024-04-24,2024-04-24T23:35:40.697767+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T12:33:54.563563+0000,9b81781cb9562ceb92b7f2fad33765f6,6212160,/data_local/images/DTS/2023B-851374/DECam_01291319.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_005433_ood_r_gw.fits.fz,1.17,"{'gte': 123.48125833333332, 'lte': 123.48125833343332}","{'gte': -15.903, 'lte': -15.9029999999}",123.48125833333332,-15.903,r DECam SDSS c0002 6415.0 1480.0,1.01,,60.0,1291319,2024-04-23,2024-04-23T00:54:33.677146+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14352-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T13:56:16.474801+0000,9c027ea684ed320c0cbcfb0686c9e1ab,5592960,/data_local/images/DTS/2023B-851374/DECam_01291424.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_034044_ood_z_v1.fits.fz,2.12,"{'gte': 119.81883333333332, 'lte': 119.81883333343332}","{'gte': -37.027055555555556, 'lte': -37.027055555455554}",119.81883333333332,-37.027055555555556,z DECam SDSS c0004 9260.0 1520.0,1.78,22.36,60.0,1291424,2024-04-23,2024-04-23T03:40:44.778931+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-12398-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T12:05:00.721340+0000,9c2200dc9e8596e663a0245d4fa8491b,8112960,/data_local/images/DTS/2023B-851374/DECam_01291284.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240422_235758_ood_r_gw.fits.fz,1.06,"{'gte': 118.51124999999999, 'lte': 118.51125000009999}","{'gte': -27.829, 'lte': -27.828999999900002}",118.51124999999999,-27.829,r DECam SDSS c0002 6415.0 1480.0,1.03,,60.0,1291284,2024-04-22,2024-04-22T23:57:58.983869+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14413-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T13:35:29.778929+0000,9c385310a20135bbc9824e254abe0d34,325776960,/data_local/images/DTS/2023B-851374/DECam_01291397.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_025703_ooi_z_gw.fits.fz,1.99,"{'gte': 115.00424999999998, 'lte': 115.00425000009999}","{'gte': -28.326999999999998, 'lte': -28.3269999999}",115.00424999999998,-28.326999999999998,z DECam SDSS c0004 9260.0 1520.0,1.68,,60.0,1291397,2024-04-23,2024-04-23T02:57:03.493212+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14393-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T08:48:11.769252+0000,29e31c06310db8b8fbe1d3fec01b34f2,320417280,/data_local/images/DTS/2023B-851374/DECam_01291968.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_012631_ooi_z_v1.fits.fz,1.24,"{'gte': 128.01120833333331, 'lte': 128.0112083334333}","{'gte': -13.646777777777777, 'lte': -13.646777777677777}",128.01120833333331,-13.646777777777777,z DECam SDSS c0004 9260.0 1520.0,1.27,22.33,80.0,1291968,2024-04-24,2024-04-24T01:26:31.355889+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T02:04:19.619203+0000,9cd49419ec3c22280ae835a18ab537ce,5832000,/data_local/images/DTS/2023B-851374/DECam_01292301.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_005839_ood_z_v1.fits.fz,1.15,"{'gte': 129.83683333333332, 'lte': 129.8368333334333}","{'gte': -13.832944444444443, 'lte': -13.832944444344443}",129.83683333333332,-13.832944444444443,z DECam SDSS c0004 9260.0 1520.0,0.88,23.01,80.0,1292301,2024-04-25,2024-04-25T00:58:39.226963+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS DELVE-14387-1,instcal,dqmask,,2024-04-24,"[None, None]"
2024-05-10T02:24:48.124407+0000,9ce106b7fef10fd0babe818e2d407330,323735040,/data_local/images/DTS/2023B-851374/DECam_01292324.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_013533_ooi_z_v1.fits.fz,1.29,"{'gte': 123.95704166666665, 'lte': 123.95704166676666}","{'gte': -20.16386111111111, 'lte': -20.163861111011112}",123.95704166666665,-20.16386111111111,z DECam SDSS c0004 9260.0 1520.0,1.12,22.94,60.0,1292324,2024-04-25,2024-04-25T01:35:33.880820+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T09:31:30.749600+0000,2a247c4f451fbdd3edf3d65eb857aa27,6359040,/data_local/images/DTS/2023B-851374/DECam_01292021.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_031031_ood_z_v1.fits.fz,1.75,"{'gte': 124.59299999999999, 'lte': 124.59300000009999}","{'gte': -29.18611111111111, 'lte': -29.18611111101111}",124.59299999999999,-29.18611111111111,z DECam SDSS c0004 9260.0 1520.0,1.66,22.12,60.0,1292021,2024-04-24,2024-04-24T03:10:31.057100+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T09:33:43.472712+0000,2a40a01430a6cbf4543cd96a40324114,6984000,/data_local/images/DTS/2023B-851374/DECam_01292024.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_031528_ood_z_gw.fits.fz,1.93,"{'gte': 121.09648333333332, 'lte': 121.09648333343333}","{'gte': -29.923000000000002, 'lte': -29.922999999900004}",121.09648333333332,-29.923000000000002,z DECam SDSS c0004 9260.0 1520.0,1.61,,60.0,1292024,2024-04-24,2024-04-24T03:15:28.591167+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T13:35:34.923449+0000,2a483c82366e01237ac0e9e81470aa5d,325952640,/data_local/images/DTS/2023B-851374/DECam_01291397.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_025703_ooi_z_v1.fits.fz,1.99,"{'gte': 115.00395833333333, 'lte': 115.00395833343333}","{'gte': -28.324527777777778, 'lte': -28.32452777767778}",115.00395833333333,-28.324527777777778,z DECam SDSS c0004 9260.0 1520.0,1.68,22.4,60.0,1291397,2024-04-23,2024-04-23T02:57:03.493212+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14393-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T01:20:42.180691+0000,9d779d4252951da06a62bdf7859d82de,265832640,/data_local/images/DTS/2023B-851374/DECam_01292250.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_233540_oow_r_v1.fits.fz,1.03,"{'gte': 128.33054166666665, 'lte': 128.33054166676663}","{'gte': -19.508222222222223, 'lte': -19.508222222122225}",128.33054166666665,-19.508222222222223,r DECam SDSS c0002 6415.0 1480.0,1.09,23.28,60.0,1292250,2024-04-24,2024-04-24T23:35:40.697767+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-24,"[None, None]"
2024-05-10T13:11:28.345392+0000,9d94eca57a9df70f1866e14d6dd579a8,322058880,/data_local/images/DTS/2023B-851374/DECam_01291367.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_021001_ooi_z_v1.fits.fz,1.37,"{'gte': 126.43454166666665, 'lte': 126.43454166676665}","{'gte': -19.25411111111111, 'lte': -19.254111111011113}",126.43454166666665,-19.25411111111111,z DECam SDSS c0004 9260.0 1520.0,1.06,22.49,60.0,1291367,2024-04-23,2024-04-23T02:10:01.139257+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14401-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T02:10:56.586433+0000,2af562c360550356444eeb6e0b0d57c3,5990400,/data_local/images/DTS/2023B-851374/DECam_01292308.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_011005_ood_z_v1.fits.fz,1.24,"{'gte': 123.48216666666664, 'lte': 123.48216666676664}","{'gte': -15.90463888888889, 'lte': -15.90463888878889}",123.48216666666664,-15.90463888888889,z DECam SDSS c0004 9260.0 1520.0,1.04,22.57,60.0,1292308,2024-04-25,2024-04-25T01:10:05.244529+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-24,"[None, None]"
2024-05-10T11:57:40.613865+0000,9dca6b76bcab4bd72006ffea980ff9f2,268113600,/data_local/images/DTS/2023B-851374/DECam_01291274.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240422_234230_oow_r_gw.fits.fz,1.03,"{'gte': 120.88325833333333, 'lte': 120.88325833343333}","{'gte': -24.029999999999998, 'lte': -24.0299999999}",120.88325833333333,-24.029999999999998,r DECam SDSS c0002 6415.0 1480.0,1.13,,60.0,1291274,2024-04-22,2024-04-22T23:42:30.196848+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14397-1,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T08:22:03.323820+0000,2cb32a86be919b2f3c9645c789d441c6,7752960,/data_local/images/DTS/2023B-851374/DECam_01291938.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_003706_ood_r_gw.fits.fz,1.13,"{'gte': 118.51149166666666, 'lte': 118.51149166676666}","{'gte': -27.829, 'lte': -27.828999999900002}",118.51149166666666,-27.829,r DECam SDSS c0002 6415.0 1480.0,1.18,,60.0,1291938,2024-04-24,2024-04-24T00:37:06.037428+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T12:42:39.064370+0000,2cb64e36821efb09c97cc9988aea29f5,266448960,/data_local/images/DTS/2023B-851374/DECam_01291330.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_011144_oow_r_gw.fits.fz,1.18,"{'gte': 125.3300083333333, 'lte': 125.3300083334333}","{'gte': -18.962, 'lte': -18.9619999999}",125.3300083333333,-18.962,r DECam SDSS c0002 6415.0 1480.0,1.07,,60.0,1291330,2024-04-23,2024-04-23T01:11:44.224475+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T01:06:19.088602+0000,2cbaaa37dd043964499226fe3f2499ab,320425920,/data_local/images/DTS/2023B-851374/DECam_01292234.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_231019_ooi_r_v1.fits.fz,1.04,"{'gte': 126.69320833333333, 'lte': 126.69320833343333}","{'gte': -14.937166666666666, 'lte': -14.937166666566666}",126.69320833333333,-14.937166666666666,r DECam SDSS c0002 6415.0 1480.0,1.08,22.6,60.0,1292234,2024-04-24,2024-04-24T23:10:19.598034+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T12:32:33.862635+0000,2ce976d1209d354317fb625f06679dff,320414400,/data_local/images/DTS/2023B-851374/DECam_01291317.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_005118_ooi_r_gw.fits.fz,1.12,"{'gte': 128.542275, 'lte': 128.54227500009998}","{'gte': -15.161, 'lte': -15.1609999999}",128.542275,-15.161,r DECam SDSS c0002 6415.0 1480.0,1.29,,60.0,1291317,2024-04-23,2024-04-23T00:51:18.469254+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14386-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T12:03:47.807298+0000,afce3e200bcefb7d87545c7b54d3dac5,268401600,/data_local/images/DTS/2023B-851374/DECam_01291282.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240422_235451_oow_r_gw.fits.fz,1.04,"{'gte': 121.98225000000001, 'lte': 121.98225000010001}","{'gte': -27.187, 'lte': -27.186999999900003}",121.98225000000001,-27.187,r DECam SDSS c0002 6415.0 1480.0,1.12,,60.0,1291282,2024-04-22,2024-04-22T23:54:51.687756+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14435-1,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T12:17:08.364594+0000,2d9b74dcd465f03af48ea0a11062a357,328086720,/data_local/images/DTS/2023B-851374/DECam_01291297.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_001906_ooi_r_gw.fits.fz,1.1,"{'gte': 116.01223333333333, 'lte': 116.01223333343333}","{'gte': -31.563000000000002, 'lte': -31.562999999900004}",116.01223333333333,-31.563000000000002,r DECam SDSS c0002 6415.0 1480.0,1.01,,60.0,1291297,2024-04-23,2024-04-23T00:19:06.450939+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-12319-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T08:04:44.240482+0000,2e162b9a2ac94035e0ba71ad7c3b3cb6,7833600,/data_local/images/DTS/2023B-851374/DECam_01291921.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_000844_ood_r_v1.fits.fz,1.09,"{'gte': 118.92995833333332, 'lte': 118.92995833343332}","{'gte': -23.561777777777777, 'lte': -23.56177777767778}",118.92995833333332,-23.561777777777777,r DECam SDSS c0002 6415.0 1480.0,1.16,22.9,60.0,1291921,2024-04-24,2024-04-24T00:08:44.897429+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,dqmask,,2024-04-23,"[None, None]"
2024-05-10T09:00:25.057121+0000,2e496f5e8f2584c61e2950644c5629c2,322289280,/data_local/images/DTS/2023B-851374/DECam_01291984.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_015659_ooi_z_v1.fits.fz,1.33,"{'gte': 126.43599999999996, 'lte': 126.43600000009997}","{'gte': -19.25327777777778, 'lte': -19.25327777767778}",126.43599999999996,-19.25327777777778,z DECam SDSS c0004 9260.0 1520.0,1.21,22.38,80.0,1291984,2024-04-24,2024-04-24T01:56:59.537752+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T08:44:42.658332+0000,b130268d489bb19d9e1b3cd682dd1695,326413440,/data_local/images/DTS/2023B-851374/DECam_01291964.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_011906_ooi_r_gw.fits.fz,1.18,"{'gte': 123.5542208333333, 'lte': 123.5542208334333}","{'gte': -36.409, 'lte': -36.4089999999}",123.5542208333333,-36.409,r DECam SDSS c0002 6415.0 1480.0,1.36,,60.0,1291964,2024-04-24,2024-04-24T01:19:06.949323+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS DELVE-12413-1,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T08:43:56.696890+0000,b181bc367980701820367f64328a7cab,323527680,/data_local/images/DTS/2023B-851374/DECam_01291963.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_011736_ooi_r_v1.fits.fz,1.2,"{'gte': 121.38783333333333, 'lte': 121.38783333343333}","{'gte': -35.914027777777775, 'lte': -35.914027777677774}",121.38783333333333,-35.914027777777775,r DECam SDSS c0002 6415.0 1480.0,1.43,22.46,60.0,1291963,2024-04-24,2024-04-24T01:17:36.554247+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T07:42:06.911923+0000,3fe9f0dcdeac1f8e0ffb93b0c3db71fe,320901120,/data_local/images/DTS/2023B-851374/DECam_01291891.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240423_232026_ooi_r_gw.fits.fz,1.04,"{'gte': 126.69054166666665, 'lte': 126.69054166676665}","{'gte': -14.936, 'lte': -14.9359999999}",126.69054166666665,-14.936,r DECam SDSS c0002 6415.0 1480.0,1.16,,60.0,1291891,2024-04-23,2024-04-23T23:20:26.985016+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T08:55:09.895653+0000,4083c79c88bb752ebd73db25e7e78215,269568000,/data_local/images/DTS/2023B-851374/DECam_01291977.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240424_014336_oow_z_gw.fits.fz,1.33,"{'gte': 124.00254166666667, 'lte': 124.00254166676667}","{'gte': -17.43, 'lte': -17.4299999999}",124.00254166666667,-17.43,z DECam SDSS c0004 9260.0 1520.0,1.21,,80.0,1291977,2024-04-24,2024-04-24T01:43:36.479582+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-23,"[None, None]"
2024-05-10T13:16:48.772765+0000,b31e85ed2615e46d920355f32c271da1,6001920,/data_local/images/DTS/2023B-851374/DECam_01291373.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_021947_ood_z_v1.fits.fz,1.4,"{'gte': 126.99016666666662, 'lte': 126.99016666676663}","{'gte': -20.788861111111114, 'lte': -20.788861111011116}",126.99016666666662,-20.788861111111114,z DECam SDSS c0004 9260.0 1520.0,1.01,22.54,60.0,1291373,2024-04-23,2024-04-23T02:19:47.551142+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-14419-1,instcal,dqmask,,2024-04-22,"[None, None]"
2024-05-10T02:55:08.780765+0000,42ab8e1dedd6561b2bc37d7d5779a4c1,273000960,/data_local/images/DTS/2023B-851374/DECam_01292363.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240425_024428_oow_z_gw.fits.fz,1.52,"{'gte': 125.85624166666666, 'lte': 125.85624166676666}","{'gte': -32.392, 'lte': -32.3919999999}",125.85624166666666,-32.392,z DECam SDSS c0004 9260.0 1520.0,1.14,,80.0,1292363,2024-04-25,2024-04-25T02:44:28.049689+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS DELVE-14514-1,instcal,wtmap,,2024-04-24,"[None, None]"
2024-05-10T07:52:50.407325+0000,82a00105aa022861f72e966941a1719e,322312320,/data_local/images/DTS/2023B-851374/DECam_01291905.fits.fz,/net/archive/pipe/20240423/ct4m/2023B-851374/c4d_240423_234221_ooi_r_v1.fits.fz,1.03,"{'gte': 126.43762499999997, 'lte': 126.43762500009997}","{'gte': -19.252444444444443, 'lte': -19.252444444344444}",126.43762499999997,-19.252444444444443,r DECam SDSS c0002 6415.0 1480.0,1.08,22.99,60.0,1291905,2024-04-23,2024-04-23T23:42:21.816841+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-23,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-23,"[None, None]"
2024-05-10T13:54:10.990261+0000,83010a16965d20d4e0de17c04340d757,272111040,/data_local/images/DTS/2023B-851374/DECam_01291421.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_033607_oow_z_gw.fits.fz,1.96,"{'gte': 122.91223333333333, 'lte': 122.91223333343333}","{'gte': -34.772, 'lte': -34.7719999999}",122.91223333333333,-34.772,z DECam SDSS c0004 9260.0 1520.0,1.75,,60.0,1291421,2024-04-23,2024-04-23T03:36:07.862207+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-12400-1,instcal,wtmap,,2024-04-22,"[None, None]"
2024-05-10T11:55:07.218075+0000,44407d803e87356d4c86f8f95440ccf4,328109760,/data_local/images/DTS/2023B-851374/DECam_01291271.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240422_233733_ooi_r_v1.fits.fz,1.04,"{'gte': 116.01370833333333, 'lte': 116.01370833343333}","{'gte': -31.562333333333335, 'lte': -31.562333333233337}",116.01370833333333,-31.562333333333335,r DECam SDSS c0002 6415.0 1480.0,1.27,23.01,60.0,1291271,2024-04-22,2024-04-22T23:37:33.482201+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS DELVE-12319-1,instcal,image,,2024-04-22,"[None, None]"
2024-05-10T01:22:06.503203+0000,83cdd1236c3620cbaa237f8f46e1eb81,266535360,/data_local/images/DTS/2023B-851374/DECam_01292252.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_233855_oow_r_gw.fits.fz,1.04,"{'gte': 123.95626666666665, 'lte': 123.95626666676665}","{'gte': -20.162, 'lte': -20.1619999999}",123.95626666666665,-20.162,r DECam SDSS c0002 6415.0 1480.0,1.04,,60.0,1292252,2024-04-24,2024-04-24T23:38:55.435344+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,wtmap,,2024-04-24,"[None, None]"
2024-05-10T01:17:30.291939+0000,44b67095db9d79949d336c106d4a8704,324527040,/data_local/images/DTS/2023B-851374/DECam_01292246.fits.fz,/net/archive/pipe/20240424/ct4m/2023B-851374/c4d_240424_232908_ooi_r_gw.fits.fz,1.04,"{'gte': 123.42826666666664, 'lte': 123.42826666676665}","{'gte': -18.619, 'lte': -18.6189999999}",123.42826666666664,-18.619,r DECam SDSS c0002 6415.0 1480.0,0.96,,60.0,1292246,2024-04-24,2024-04-24T23:29:08.401284+0000,"[14769, 18747]",Andreoni,2023B-851374,2024-04-24,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-24,"[None, None]"
2024-05-10T12:53:56.747399+0000,44e7cbbd8404edc4cc8c0fedf112738a,326180160,/data_local/images/DTS/2023B-851374/DECam_01291345.fits.fz,/net/archive/pipe/20240422/ct4m/2023B-851374/c4d_240423_013518_ooi_r_gw.fits.fz,1.24,"{'gte': 123.64499999999997, 'lte': 123.64500000009997}","{'gte': -24.45, 'lte': -24.4499999999}",123.64499999999997,-24.45,r DECam SDSS c0002 6415.0 1480.0,1.09,,60.0,1291345,2024-04-23,2024-04-23T01:35:18.122701+0000,"[18747, 14769]",Andreoni,2023B-851374,2024-04-22,decam,ct4m,ct,,object,GWMMADS,instcal,image,,2024-04-22,"[None, None]"
