mass_1,mass_2,spin_1z,computeDynaEjecta,computeDiskMass,both,mchirp_min,mchirp_max,spin_2z,EOS,
2.5,1.8,0.3,0.0,0.006,0.006,1.798,1.886,0.0,H4,0.0
2.5,1.8,0.8,0.0,0.074,0.074,1.798,1.886,0.0,H4,0.0
2.5,1.9,-0.3,0.0,0.0,0.0,1.85,1.938,0.0,H4,0.0
2.5,1.9,0.0,0.0,0.0,0.0,1.85,1.938,0.0,H4,0.0
2.5,1.9,0.3,0.0,0.0,0.0,1.85,1.938,0.0,H4,0.0
2.5,1.9,0.8,0.0,0.059,0.059,1.85,1.938,0.0,H4,0.0
2.5,2.0,-0.3,0.0,0.0,0.0,1.9,1.988,0.0,H4,0.0
2.5,2.0,0.0,0.0,0.0,0.0,1.9,1.988,0.0,H4,0.0
2.5,2.0,0.3,0.0,0.0,0.0,1.9,1.988,0.0,H4,0.0
2.5,2.0,0.8,0.0,0.039,0.039,1.9,1.988,0.0,H4,0.0
2.6,1.2,-0.3,0.019,0.011,0.031,1.468,1.563,0.0,H4,0.0
2.6,1.2,0.0,0.026,0.024,0.05,1.468,1.563,0.0,H4,0.0
2.6,1.2,0.3,0.033,0.043,0.076,1.468,1.563,0.0,H4,0.0
2.6,1.2,0.8,0.047,0.094,0.141,1.468,1.563,0.0,H4,0.0
2.6,1.3,-0.3,0.01,0.008,0.017,1.535,1.628,0.0,H4,0.0
2.6,1.3,0.0,0.016,0.02,0.036,1.535,1.628,0.0,H4,0.0
2.6,1.3,0.3,0.022,0.04,0.062,1.535,1.628,0.0,H4,0.0
2.6,1.3,0.8,0.036,0.096,0.132,1.535,1.628,0.0,H4,0.0
2.6,1.4,-0.3,0.0,0.005,0.005,1.599,1.691,0.0,H4,0.0
2.6,1.4,0.0,0.006,0.016,0.022,1.599,1.691,0.0,H4,0.0
2.6,1.4,0.3,0.013,0.036,0.048,1.599,1.691,0.0,H4,0.0
2.6,1.4,0.8,0.026,0.096,0.122,1.599,1.691,0.0,H4,0.0
2.6,1.5,-0.3,0.0,0.0,0.0,1.661,1.752,0.0,H4,0.0
2.6,1.5,0.0,0.0,0.011,0.011,1.661,1.752,0.0,H4,0.0
2.6,1.5,0.3,0.003,0.03,0.034,1.661,1.752,0.0,H4,0.0
2.6,1.5,0.8,0.016,0.094,0.11,1.661,1.752,0.0,H4,0.0
2.6,1.6,-0.3,0.0,0.0,0.0,1.72,1.81,0.0,H4,0.0
2.6,1.6,0.0,0.0,0.004,0.004,1.72,1.81,0.0,H4,0.0
2.6,1.6,0.3,0.0,0.023,0.023,1.72,1.81,0.0,H4,0.0
2.6,1.6,0.8,0.006,0.09,0.097,1.72,1.81,0.0,H4,0.0
2.6,1.7,-0.3,0.0,0.0,0.0,1.777,1.867,0.0,H4,0.0
2.6,1.7,0.0,0.0,0.0,0.0,1.777,1.867,0.0,H4,0.0
2.6,1.7,0.3,0.0,0.014,0.014,1.777,1.867,0.0,H4,0.0
2.6,1.7,0.8,0.0,0.084,0.084,1.777,1.867,0.0,H4,0.0
2.6,1.8,-0.3,0.0,0.0,0.0,1.833,1.921,0.0,H4,0.0
2.6,1.8,0.0,0.0,0.0,0.0,1.833,1.921,0.0,H4,0.0
2.6,1.8,0.3,0.0,0.006,0.006,1.833,1.921,0.0,H4,0.0
2.6,1.8,0.8,0.0,0.073,0.073,1.833,1.921,0.0,H4,0.0
2.6,1.9,-0.3,0.0,0.0,0.0,1.886,1.974,0.0,H4,0.0
2.6,1.9,0.0,0.0,0.0,0.0,1.886,1.974,0.0,H4,0.0
2.6,1.9,0.3,0.0,0.0,0.0,1.886,1.974,0.0,H4,0.0
2.6,1.9,0.8,0.0,0.059,0.059,1.886,1.974,0.0,H4,0.0
2.6,2.0,-0.3,0.0,0.0,0.0,1.938,2.026,0.0,H4,0.0
2.6,2.0,0.0,0.0,0.0,0.0,1.938,2.026,0.0,H4,0.0
2.6,2.0,0.3,0.0,0.0,0.0,1.938,2.026,0.0,H4,0.0
2.6,2.0,0.8,0.0,0.039,0.039,1.938,2.026,0.0,H4,0.0
2.7,1.2,-0.3,0.02,0.01,0.03,1.494,1.59,0.0,H4,0.0
2.7,1.2,0.0,0.027,0.023,0.05,1.494,1.59,0.0,H4,0.0
2.7,1.2,0.3,0.034,0.042,0.076,1.494,1.59,0.0,H4,0.0
2.7,1.2,0.8,0.049,0.092,0.142,1.494,1.59,0.0,H4,0.0
2.7,1.3,-0.3,0.01,0.007,0.016,1.563,1.657,0.0,H4,0.0
2.7,1.3,0.0,0.016,0.019,0.036,1.563,1.657,0.0,H4,0.0
2.7,1.3,0.3,0.023,0.039,0.062,1.563,1.657,0.0,H4,0.0
2.7,1.3,0.8,0.038,0.095,0.132,1.563,1.657,0.0,H4,0.0
2.7,1.4,-0.3,0.0,0.004,0.004,1.628,1.721,0.0,H4,0.0
2.7,1.4,0.0,0.007,0.015,0.022,1.628,1.721,0.0,H4,0.0
2.7,1.4,0.3,0.013,0.034,0.048,1.628,1.721,0.0,H4,0.0
2.7,1.4,0.8,0.027,0.095,0.122,1.628,1.721,0.0,H4,0.0
2.7,1.5,-0.3,0.0,0.0,0.0,1.691,1.783,0.0,H4,0.0
2.7,1.5,0.0,0.0,0.01,0.01,1.691,1.783,0.0,H4,0.0
2.7,1.5,0.3,0.004,0.029,0.033,1.691,1.783,0.0,H4,0.0
2.7,1.5,0.8,0.017,0.093,0.11,1.691,1.783,0.0,H4,0.0
2.7,1.6,-0.3,0.0,0.0,0.0,1.752,1.842,0.0,H4,0.0
2.7,1.6,0.0,0.0,0.004,0.004,1.752,1.842,0.0,H4,0.0
2.7,1.6,0.3,0.0,0.022,0.022,1.752,1.842,0.0,H4,0.0
2.7,1.6,0.8,0.008,0.089,0.097,1.752,1.842,0.0,H4,0.0
2.7,1.7,-0.3,0.0,0.0,0.0,1.81,1.9,0.0,H4,0.0
2.7,1.7,0.0,0.0,0.0,0.0,1.81,1.9,0.0,H4,0.0
2.7,1.7,0.3,0.0,0.013,0.013,1.81,1.9,0.0,H4,0.0
2.7,1.7,0.8,0.0,0.083,0.083,1.81,1.9,0.0,H4,0.0
