mass_1,mass_2,spin_1z,computeDynaEjecta,computeDiskMass,both,mchirp_min,mchirp_max,spin_2z,EOS,
2.85,2.0,-0.3,0.0,0.0,0.0,2.009,2.134,0.0,H4,0.0
2.85,2.0,0.0,0.0,0.0,0.0,2.009,2.134,0.0,H4,0.0
2.85,2.0,0.3,0.0,0.0,0.0,2.009,2.134,0.0,H4,0.0
2.85,2.0,0.8,0.0,0.037,0.037,2.009,2.134,0.0,H4,0.0
2.9,1.2,-0.3,0.02,0.013,0.033,1.514,1.671,0.0,H4,0.0
2.9,1.2,0.0,0.028,0.027,0.055,1.514,1.671,0.0,H4,0.0
2.9,1.2,0.3,0.036,0.048,0.084,1.514,1.671,0.0,H4,0.0
2.9,1.2,0.8,0.053,0.102,0.156,1.514,1.671,0.0,H4,0.0
2.9,1.4,-0.3,0.0,0.003,0.003,1.657,1.804,0.0,H4,0.0
2.9,1.4,0.0,0.007,0.015,0.022,1.657,1.804,0.0,H4,0.0
2.9,1.4,0.3,0.015,0.036,0.05,1.657,1.804,0.0,H4,0.0
2.9,1.4,0.8,0.03,0.1,0.13,1.657,1.804,0.0,H4,0.0
2.9,1.6,-0.3,0.0,0.0,0.0,1.789,1.927,0.0,H4,0.0
2.9,1.6,0.0,0.0,0.003,0.003,1.789,1.927,0.0,H4,0.0
2.9,1.6,0.3,0.0,0.02,0.02,1.789,1.927,0.0,H4,0.0
2.9,1.6,0.8,0.01,0.089,0.099,1.789,1.927,0.0,H4,0.0
2.9,1.8,-0.3,0.0,0.0,0.0,1.911,2.043,0.0,H4,0.0
2.9,1.8,0.0,0.0,0.0,0.0,1.911,2.043,0.0,H4,0.0
2.9,1.8,0.3,0.0,0.004,0.004,1.911,2.043,0.0,H4,0.0
2.9,1.8,0.8,0.0,0.07,0.07,1.911,2.043,0.0,H4,0.0
2.9,2.0,-0.3,0.0,0.0,0.0,2.026,2.152,0.0,H4,0.0
2.9,2.0,0.0,0.0,0.0,0.0,2.026,2.152,0.0,H4,0.0
2.9,2.0,0.3,0.0,0.0,0.0,2.026,2.152,0.0,H4,0.0
2.9,2.0,0.8,0.0,0.037,0.037,2.026,2.152,0.0,H4,0.0
2.95,1.2,-0.3,0.02,0.013,0.033,1.526,1.684,0.0,H4,0.0
2.95,1.2,0.0,0.028,0.027,0.055,1.526,1.684,0.0,H4,0.0
2.95,1.2,0.3,0.037,0.047,0.084,1.526,1.684,0.0,H4,0.0
2.95,1.2,0.8,0.054,0.102,0.156,1.526,1.684,0.0,H4,0.0
2.95,1.4,-0.3,0.0,0.003,0.003,1.671,1.818,0.0,H4,0.0
2.95,1.4,0.0,0.007,0.014,0.022,1.671,1.818,0.0,H4,0.0
2.95,1.4,0.3,0.015,0.035,0.05,1.671,1.818,0.0,H4,0.0
2.95,1.4,0.8,0.031,0.099,0.13,1.671,1.818,0.0,H4,0.0
2.95,1.6,-0.3,0.0,0.0,0.0,1.804,1.943,0.0,H4,0.0
2.95,1.6,0.0,0.0,0.003,0.003,1.804,1.943,0.0,H4,0.0
2.95,1.6,0.3,0.0,0.019,0.019,1.804,1.943,0.0,H4,0.0
2.95,1.6,0.8,0.011,0.089,0.099,1.804,1.943,0.0,H4,0.0
2.95,1.8,-0.3,0.0,0.0,0.0,1.927,2.059,0.0,H4,0.0
2.95,1.8,0.0,0.0,0.0,0.0,1.927,2.059,0.0,H4,0.0
2.95,1.8,0.3,0.0,0.004,0.004,1.927,2.059,0.0,H4,0.0
2.95,1.8,0.8,0.0,0.07,0.07,1.927,2.059,0.0,H4,0.0
2.95,2.0,-0.3,0.0,0.0,0.0,2.043,2.169,0.0,H4,0.0
2.95,2.0,0.0,0.0,0.0,0.0,2.043,2.169,0.0,H4,0.0
2.95,2.0,0.3,0.0,0.0,0.0,2.043,2.169,0.0,H4,0.0
2.95,2.0,0.8,0.0,0.036,0.036,2.043,2.169,0.0,H4,0.0
3.0,1.2,-0.3,0.02,0.012,0.032,1.538,1.697,0.0,H4,0.0
3.0,1.2,0.0,0.028,0.026,0.054,1.538,1.697,0.0,H4,0.0
3.0,1.2,0.3,0.037,0.046,0.083,1.538,1.697,0.0,H4,0.0
3.0,1.2,0.8,0.055,0.101,0.156,1.538,1.697,0.0,H4,0.0
3.0,1.4,-0.3,0.0,0.002,0.002,1.684,1.832,0.0,H4,0.0
3.0,1.4,0.0,0.007,0.014,0.021,1.684,1.832,0.0,H4,0.0
3.0,1.4,0.3,0.015,0.034,0.05,1.684,1.832,0.0,H4,0.0
3.0,1.4,0.8,0.032,0.098,0.13,1.684,1.832,0.0,H4,0.0
3.0,1.6,-0.3,0.0,0.0,0.0,1.818,1.958,0.0,H4,0.0
3.0,1.6,0.0,0.0,0.002,0.002,1.818,1.958,0.0,H4,0.0
3.0,1.6,0.3,0.0,0.019,0.019,1.818,1.958,0.0,H4,0.0
3.0,1.6,0.8,0.011,0.088,0.099,1.818,1.958,0.0,H4,0.0
3.0,1.8,-0.3,0.0,0.0,0.0,1.943,2.076,0.0,H4,0.0
3.0,1.8,0.0,0.0,0.0,0.0,1.943,2.076,0.0,H4,0.0
3.0,1.8,0.3,0.0,0.004,0.004,1.943,2.076,0.0,H4,0.0
3.0,1.8,0.8,0.0,0.069,0.069,1.943,2.076,0.0,H4,0.0
3.0,2.0,-0.3,0.0,0.0,0.0,2.059,2.187,0.0,H4,0.0
3.0,2.0,0.0,0.0,0.0,0.0,2.059,2.187,0.0,H4,0.0
3.0,2.0,0.3,0.0,0.0,0.0,2.059,2.187,0.0,H4,0.0
3.0,2.0,0.8,0.0,0.036,0.036,2.059,2.187,0.0,H4,0.0
3.05,1.2,-0.3,0.02,0.012,0.032,1.549,1.71,0.0,H4,0.0
3.05,1.2,0.0,0.029,0.025,0.054,1.549,1.71,0.0,H4,0.0
3.05,1.2,0.3,0.038,0.045,0.083,1.549,1.71,0.0,H4,0.0
3.05,1.2,0.8,0.056,0.1,0.156,1.549,1.71,0.0,H4,0.0
3.05,1.4,-0.3,0.0,0.002,0.002,1.697,1.846,0.0,H4,0.0
3.05,1.4,0.0,0.007,0.013,0.021,1.697,1.846,0.0,H4,0.0
3.05,1.4,0.3,0.016,0.034,0.049,1.697,1.846,0.0,H4,0.0
3.05,1.4,0.8,0.033,0.098,0.13,1.697,1.846,0.0,H4,0.0
3.05,1.6,-0.3,0.0,0.0,0.0,1.832,1.973,0.0,H4,0.0
3.05,1.6,0.0,0.0,0.002,0.002,1.832,1.973,0.0,H4,0.0
3.05,1.6,0.3,0.0,0.018,0.018,1.832,1.973,0.0,H4,0.0
3.05,1.6,0.8,0.012,0.087,0.099,1.832,1.973,0.0,H4,0.0
3.05,1.8,-0.3,0.0,0.0,0.0,1.958,2.092,0.0,H4,0.0
3.05,1.8,0.0,0.0,0.0,0.0,1.958,2.092,0.0,H4,0.0
3.05,1.8,0.3,0.0,0.004,0.004,1.958,2.092,0.0,H4,0.0
3.05,1.8,0.8,0.0,0.069,0.069,1.958,2.092,0.0,H4,0.0
3.05,2.0,-0.3,0.0,0.0,0.0,2.076,2.204,0.0,H4,0.0
3.05,2.0,0.0,0.0,0.0,0.0,2.076,2.204,0.0,H4,0.0
3.05,2.0,0.3,0.0,0.0,0.0,2.076,2.204,0.0,H4,0.0
3.05,2.0,0.8,0.0,0.036,0.036,2.076,2.204,0.0,H4,0.0
3.1,1.2,-0.3,0.02,0.011,0.031,1.561,1.722,0.0,H4,0.0
3.1,1.2,0.0,0.029,0.025,0.054,1.561,1.722,0.0,H4,0.0
3.1,1.2,0.3,0.038,0.045,0.083,1.561,1.722,0.0,H4,0.0
3.1,1.2,0.8,0.057,0.099,0.156,1.561,1.722,0.0,H4,0.0
3.1,1.4,-0.3,0.0,0.002,0.002,1.71,1.86,0.0,H4,0.0
3.1,1.4,0.0,0.007,0.013,0.02,1.71,1.86,0.0,H4,0.0
3.1,1.4,0.3,0.016,0.033,0.049,1.71,1.86,0.0,H4,0.0
3.1,1.4,0.8,0.033,0.097,0.13,1.71,1.86,0.0,H4,0.0
3.1,1.6,-0.3,0.0,0.0,0.0,1.846,1.988,0.0,H4,0.0
3.1,1.6,0.0,0.0,0.002,0.002,1.846,1.988,0.0,H4,0.0
3.1,1.6,0.3,0.0,0.018,0.018,1.846,1.988,0.0,H4,0.0
3.1,1.6,0.8,0.012,0.087,0.099,1.846,1.988,0.0,H4,0.0
3.1,1.8,-0.3,0.0,0.0,0.0,1.973,2.108,0.0,H4,0.0
3.1,1.8,0.0,0.0,0.0,0.0,1.973,2.108,0.0,H4,0.0
3.1,1.8,0.3,0.0,0.003,0.003,1.973,2.108,0.0,H4,0.0
3.1,1.8,0.8,0.0,0.068,0.068,1.973,2.108,0.0,H4,0.0
3.1,2.0,-0.3,0.0,0.0,0.0,2.092,2.221,0.0,H4,0.0
3.1,2.0,0.0,0.0,0.0,0.0,2.092,2.221,0.0,H4,0.0
3.1,2.0,0.3,0.0,0.0,0.0,2.092,2.221,0.0,H4,0.0
3.1,2.0,0.8,0.0,0.035,0.035,2.092,2.221,0.0,H4,0.0
3.15,1.2,-0.3,0.02,0.011,0.03,1.572,1.735,0.0,H4,0.0
3.15,1.2,0.0,0.029,0.024,0.053,1.572,1.735,0.0,H4,0.0
3.15,1.2,0.3,0.039,0.044,0.082,1.572,1.735,0.0,H4,0.0
3.15,1.2,0.8,0.058,0.098,0.157,1.572,1.735,0.0,H4,0.0
3.15,1.4,-0.3,0.0,0.002,0.002,1.722,1.874,0.0,H4,0.0
3.15,1.4,0.0,0.007,0.012,0.02,1.722,1.874,0.0,H4,0.0
3.15,1.4,0.3,0.016,0.032,0.049,1.722,1.874,0.0,H4,0.0
3.15,1.4,0.8,0.034,0.096,0.131,1.722,1.874,0.0,H4,0.0
3.15,1.6,-0.3,0.0,0.0,0.0,1.86,2.003,0.0,H4,0.0
3.15,1.6,0.0,0.0,0.002,0.002,1.86,2.003,0.0,H4,0.0
3.15,1.6,0.3,0.0,0.018,0.018,1.86,2.003,0.0,H4,0.0
3.15,1.6,0.8,0.013,0.086,0.099,1.86,2.003,0.0,H4,0.0
3.15,1.8,-0.3,0.0,0.0,0.0,1.988,2.124,0.0,H4,0.0
3.15,1.8,0.0,0.0,0.0,0.0,1.988,2.124,0.0,H4,0.0
3.15,1.8,0.3,0.0,0.003,0.003,1.988,2.124,0.0,H4,0.0
3.15,1.8,0.8,0.0,0.068,0.068,1.988,2.124,0.0,H4,0.0
3.15,2.0,-0.3,0.0,0.0,0.0,2.108,2.238,0.0,H4,0.0
3.15,2.0,0.0,0.0,0.0,0.0,2.108,2.238,0.0,H4,0.0
3.15,2.0,0.3,0.0,0.0,0.0,2.108,2.238,0.0,H4,0.0
3.15,2.0,0.8,0.0,0.035,0.035,2.108,2.238,0.0,H4,0.0
3.2,1.2,-0.3,0.02,0.01,0.03,1.584,1.747,0.0,H4,0.0
3.2,1.2,0.0,0.029,0.024,0.053,1.584,1.747,0.0,H4,0.0
3.2,1.2,0.3,0.039,0.043,0.082,1.584,1.747,0.0,H4,0.0
3.2,1.2,0.8,0.059,0.098,0.157,1.584,1.747,0.0,H4,0.0
3.2,1.4,-0.3,0.0,0.001,0.001,1.735,1.888,0.0,H4,0.0
3.2,1.4,0.0,0.007,0.012,0.019,1.735,1.888,0.0,H4,0.0
3.2,1.4,0.3,0.017,0.032,0.048,1.735,1.888,0.0,H4,0.0
3.2,1.4,0.8,0.035,0.096,0.131,1.735,1.888,0.0,H4,0.0
3.2,1.6,-0.3,0.0,0.0,0.0,1.874,2.018,0.0,H4,0.0
3.2,1.6,0.0,0.0,0.002,0.002,1.874,2.018,0.0,H4,0.0
3.2,1.6,0.3,0.0,0.017,0.017,1.874,2.018,0.0,H4,0.0
3.2,1.6,0.8,0.013,0.086,0.099,1.874,2.018,0.0,H4,0.0
3.2,1.8,-0.3,0.0,0.0,0.0,2.003,2.14,0.0,H4,0.0
3.2,1.8,0.0,0.0,0.0,0.0,2.003,2.14,0.0,H4,0.0
3.2,1.8,0.3,0.0,0.003,0.003,2.003,2.14,0.0,H4,0.0
3.2,1.8,0.8,0.0,0.067,0.067,2.003,2.14,0.0,H4,0.0
3.2,2.0,-0.3,0.0,0.0,0.0,2.124,2.255,0.0,H4,0.0
3.2,2.0,0.0,0.0,0.0,0.0,2.124,2.255,0.0,H4,0.0
3.2,2.0,0.3,0.0,0.0,0.0,2.124,2.255,0.0,H4,0.0
3.2,2.0,0.8,0.0,0.035,0.035,2.124,2.255,0.0,H4,0.0
3.25,1.2,-0.3,0.02,0.01,0.029,1.595,1.76,0.0,H4,0.0
3.25,1.2,0.0,0.029,0.023,0.052,1.595,1.76,0.0,H4,0.0
3.25,1.2,0.3,0.039,0.042,0.082,1.595,1.76,0.0,H4,0.0
3.25,1.2,0.8,0.06,0.097,0.157,1.595,1.76,0.0,H4,0.0
3.25,1.4,-0.3,0.0,0.001,0.001,1.747,1.901,0.0,H4,0.0
3.25,1.4,0.0,0.007,0.011,0.019,1.747,1.901,0.0,H4,0.0
3.25,1.4,0.3,0.017,0.031,0.048,1.747,1.901,0.0,H4,0.0
3.25,1.4,0.8,0.036,0.095,0.131,1.747,1.901,0.0,H4,0.0
3.25,1.6,-0.3,0.0,0.0,0.0,1.888,2.033,0.0,H4,0.0
3.25,1.6,0.0,0.0,0.001,0.001,1.888,2.033,0.0,H4,0.0
3.25,1.6,0.3,0.0,0.017,0.017,1.888,2.033,0.0,H4,0.0
3.25,1.6,0.8,0.014,0.085,0.099,1.888,2.033,0.0,H4,0.0
3.25,1.8,-0.3,0.0,0.0,0.0,2.018,2.156,0.0,H4,0.0
3.25,1.8,0.0,0.0,0.0,0.0,2.018,2.156,0.0,H4,0.0
3.25,1.8,0.3,0.0,0.003,0.003,2.018,2.156,0.0,H4,0.0
3.25,1.8,0.8,0.0,0.067,0.067,2.018,2.156,0.0,H4,0.0
3.25,2.0,-0.3,0.0,0.0,0.0,2.14,2.272,0.0,H4,0.0
3.25,2.0,0.0,0.0,0.0,0.0,2.14,2.272,0.0,H4,0.0
3.25,2.0,0.3,0.0,0.0,0.0,2.14,2.272,0.0,H4,0.0
3.25,2.0,0.8,0.0,0.034,0.034,2.14,2.272,0.0,H4,0.0
3.3,1.2,-0.3,0.019,0.009,0.029,1.606,1.772,0.0,H4,0.0
3.3,1.2,0.0,0.029,0.022,0.051,1.606,1.772,0.0,H4,0.0
3.3,1.2,0.3,0.04,0.042,0.081,1.606,1.772,0.0,H4,0.0
3.3,1.2,0.8,0.061,0.096,0.157,1.606,1.772,0.0,H4,0.0
3.3,1.4,-0.3,0.0,0.001,0.001,1.76,1.914,0.0,H4,0.0
3.3,1.4,0.0,0.007,0.011,0.018,1.76,1.914,0.0,H4,0.0
3.3,1.4,0.3,0.017,0.031,0.048,1.76,1.914,0.0,H4,0.0
3.3,1.4,0.8,0.036,0.094,0.13,1.76,1.914,0.0,H4,0.0
3.3,1.6,-0.3,0.0,0.0,0.0,1.901,2.047,0.0,H4,0.0
3.3,1.6,0.0,0.0,0.001,0.001,1.901,2.047,0.0,H4,0.0
3.3,1.6,0.3,0.0,0.016,0.016,1.901,2.047,0.0,H4,0.0
3.3,1.6,0.8,0.014,0.084,0.099,1.901,2.047,0.0,H4,0.0
3.3,1.8,-0.3,0.0,0.0,0.0,2.033,2.171,0.0,H4,0.0
3.3,1.8,0.0,0.0,0.0,0.0,2.033,2.171,0.0,H4,0.0
3.3,1.8,0.3,0.0,0.002,0.002,2.033,2.171,0.0,H4,0.0
3.3,1.8,0.8,0.0,0.066,0.066,2.033,2.171,0.0,H4,0.0
3.3,2.0,-0.3,0.0,0.0,0.0,2.156,2.288,0.0,H4,0.0
3.3,2.0,0.0,0.0,0.0,0.0,2.156,2.288,0.0,H4,0.0
3.3,2.0,0.3,0.0,0.0,0.0,2.156,2.288,0.0,H4,0.0
3.3,2.0,0.8,0.0,0.034,0.034,2.156,2.288,0.0,H4,0.0
3.35,1.2,-0.3,0.019,0.009,0.028,1.617,1.784,0.0,H4,0.0
3.35,1.2,0.0,0.029,0.022,0.051,1.617,1.784,0.0,H4,0.0
3.35,1.2,0.3,0.04,0.041,0.081,1.617,1.784,0.0,H4,0.0
3.35,1.2,0.8,0.062,0.095,0.157,1.617,1.784,0.0,H4,0.0
3.35,1.4,-0.3,0.0,0.0,0.0,1.772,1.928,0.0,H4,0.0
3.35,1.4,0.0,0.007,0.011,0.018,1.772,1.928,0.0,H4,0.0
3.35,1.4,0.3,0.017,0.03,0.047,1.772,1.928,0.0,H4,0.0
3.35,1.4,0.8,0.037,0.093,0.13,1.772,1.928,0.0,H4,0.0
3.35,1.6,-0.3,0.0,0.0,0.0,1.914,2.061,0.0,H4,0.0
3.35,1.6,0.0,0.0,0.001,0.001,1.914,2.061,0.0,H4,0.0
3.35,1.6,0.3,0.0,0.016,0.016,1.914,2.061,0.0,H4,0.0
3.35,1.6,0.8,0.015,0.084,0.099,1.914,2.061,0.0,H4,0.0
3.35,1.8,-0.3,0.0,0.0,0.0,2.047,2.187,0.0,H4,0.0
3.35,1.8,0.0,0.0,0.0,0.0,2.047,2.187,0.0,H4,0.0
3.35,1.8,0.3,0.0,0.002,0.002,2.047,2.187,0.0,H4,0.0
3.35,1.8,0.8,0.0,0.066,0.066,2.047,2.187,0.0,H4,0.0
3.35,2.0,-0.3,0.0,0.0,0.0,2.171,2.305,0.0,H4,0.0
3.35,2.0,0.0,0.0,0.0,0.0,2.171,2.305,0.0,H4,0.0
3.35,2.0,0.3,0.0,0.0,0.0,2.171,2.305,0.0,H4,0.0
3.35,2.0,0.8,0.0,0.033,0.033,2.171,2.305,0.0,H4,0.0
3.4,1.2,-0.3,0.019,0.008,0.027,1.628,1.796,0.0,H4,0.0
3.4,1.2,0.0,0.029,0.021,0.05,1.628,1.796,0.0,H4,0.0
3.4,1.2,0.3,0.04,0.04,0.08,1.628,1.796,0.0,H4,0.0
3.4,1.2,0.8,0.063,0.094,0.157,1.628,1.796,0.0,H4,0.0
3.4,1.4,-0.3,0.0,0.0,0.0,1.784,1.941,0.0,H4,0.0
3.4,1.4,0.0,0.007,0.01,0.017,1.784,1.941,0.0,H4,0.0
3.4,1.4,0.3,0.017,0.029,0.047,1.784,1.941,0.0,H4,0.0
3.4,1.4,0.8,0.038,0.093,0.13,1.784,1.941,0.0,H4,0.0
3.4,1.6,-0.3,0.0,0.0,0.0,1.928,2.076,0.0,H4,0.0
3.4,1.6,0.0,0.0,0.0,0.0,1.928,2.076,0.0,H4,0.0
3.4,1.6,0.3,0.0,0.015,0.015,1.928,2.076,0.0,H4,0.0
3.4,1.6,0.8,0.015,0.083,0.099,1.928,2.076,0.0,H4,0.0
3.4,1.8,-0.3,0.0,0.0,0.0,2.061,2.202,0.0,H4,0.0
3.4,1.8,0.0,0.0,0.0,0.0,2.061,2.202,0.0,H4,0.0
3.4,1.8,0.3,0.0,0.002,0.002,2.061,2.202,0.0,H4,0.0
3.4,1.8,0.8,0.0,0.065,0.065,2.061,2.202,0.0,H4,0.0
3.4,2.0,-0.3,0.0,0.0,0.0,2.187,2.321,0.0,H4,0.0
3.4,2.0,0.0,0.0,0.0,0.0,2.187,2.321,0.0,H4,0.0
3.4,2.0,0.3,0.0,0.0,0.0,2.187,2.321,0.0,H4,0.0
3.4,2.0,0.8,0.0,0.033,0.033,2.187,2.321,0.0,H4,0.0
3.45,1.2,-0.3,0.019,0.008,0.027,1.639,1.808,0.0,H4,0.0
3.45,1.2,0.0,0.029,0.02,0.05,1.639,1.808,0.0,H4,0.0
3.45,1.2,0.3,0.041,0.039,0.08,1.639,1.808,0.0,H4,0.0
3.45,1.2,0.8,0.064,0.093,0.157,1.639,1.808,0.0,H4,0.0
3.45,1.4,-0.3,0.0,0.0,0.0,1.796,1.954,0.0,H4,0.0
3.45,1.4,0.0,0.007,0.01,0.017,1.796,1.954,0.0,H4,0.0
3.45,1.4,0.3,0.017,0.029,0.046,1.796,1.954,0.0,H4,0.0
3.45,1.4,0.8,0.038,0.092,0.13,1.796,1.954,0.0,H4,0.0
3.45,1.6,-0.3,0.0,0.0,0.0,1.941,2.09,0.0,H4,0.0
3.45,1.6,0.0,0.0,0.0,0.0,1.941,2.09,0.0,H4,0.0
3.45,1.6,0.3,0.0,0.015,0.015,1.941,2.09,0.0,H4,0.0
3.45,1.6,0.8,0.016,0.083,0.099,1.941,2.09,0.0,H4,0.0
3.45,1.8,-0.3,0.0,0.0,0.0,2.076,2.217,0.0,H4,0.0
3.45,1.8,0.0,0.0,0.0,0.0,2.076,2.217,0.0,H4,0.0
3.45,1.8,0.3,0.0,0.002,0.002,2.076,2.217,0.0,H4,0.0
3.45,1.8,0.8,0.0,0.065,0.065,2.076,2.217,0.0,H4,0.0
3.45,2.0,-0.3,0.0,0.0,0.0,2.202,2.337,0.0,H4,0.0
3.45,2.0,0.0,0.0,0.0,0.0,2.202,2.337,0.0,H4,0.0
3.45,2.0,0.3,0.0,0.0,0.0,2.202,2.337,0.0,H4,0.0
3.45,2.0,0.8,0.0,0.033,0.033,2.202,2.337,0.0,H4,0.0
3.5,1.2,-0.3,0.019,0.007,0.026,1.649,1.82,0.0,H4,0.0
3.5,1.2,0.0,0.029,0.02,0.049,1.649,1.82,0.0,H4,0.0
3.5,1.2,0.3,0.041,0.039,0.08,1.649,1.82,0.0,H4,0.0
3.5,1.2,0.8,0.064,0.092,0.157,1.649,1.82,0.0,H4,0.0
3.5,1.4,-0.3,0.0,0.0,0.0,1.808,1.967,0.0,H4,0.0
3.5,1.4,0.0,0.007,0.009,0.016,1.808,1.967,0.0,H4,0.0
3.5,1.4,0.3,0.018,0.028,0.046,1.808,1.967,0.0,H4,0.0
3.5,1.4,0.8,0.039,0.091,0.13,1.808,1.967,0.0,H4,0.0
3.5,1.6,-0.3,0.0,0.0,0.0,1.954,2.104,0.0,H4,0.0
3.5,1.6,0.0,0.0,0.0,0.0,1.954,2.104,0.0,H4,0.0
3.5,1.6,0.3,0.0,0.014,0.014,1.954,2.104,0.0,H4,0.0
3.5,1.6,0.8,0.016,0.082,0.098,1.954,2.104,0.0,H4,0.0
3.5,1.8,-0.3,0.0,0.0,0.0,2.09,2.232,0.0,H4,0.0
3.5,1.8,0.0,0.0,0.0,0.0,2.09,2.232,0.0,H4,0.0
3.5,1.8,0.3,0.0,0.002,0.002,2.09,2.232,0.0,H4,0.0
3.5,1.8,0.8,0.0,0.064,0.064,2.09,2.232,0.0,H4,0.0
3.5,2.0,-0.3,0.0,0.0,0.0,2.217,2.353,0.0,H4,0.0
3.5,2.0,0.0,0.0,0.0,0.0,2.217,2.353,0.0,H4,0.0
3.5,2.0,0.3,0.0,0.0,0.0,2.217,2.353,0.0,H4,0.0
3.5,2.0,0.8,0.0,0.032,0.032,2.217,2.353,0.0,H4,0.0
3.55,1.2,-0.3,0.018,0.007,0.025,1.66,1.831,0.0,H4,0.0
3.55,1.2,0.0,0.029,0.019,0.049,1.66,1.831,0.0,H4,0.0
3.55,1.2,0.3,0.041,0.038,0.079,1.66,1.831,0.0,H4,0.0
3.55,1.2,0.8,0.065,0.091,0.157,1.66,1.831,0.0,H4,0.0
3.55,1.4,-0.3,0.0,0.0,0.0,1.82,1.979,0.0,H4,0.0
3.55,1.4,0.0,0.007,0.009,0.016,1.82,1.979,0.0,H4,0.0
3.55,1.4,0.3,0.018,0.028,0.045,1.82,1.979,0.0,H4,0.0
3.55,1.4,0.8,0.04,0.09,0.13,1.82,1.979,0.0,H4,0.0
3.55,1.6,-0.3,0.0,0.0,0.0,1.967,2.117,0.0,H4,0.0
3.55,1.6,0.0,0.0,0.0,0.0,1.967,2.117,0.0,H4,0.0
3.55,1.6,0.3,0.0,0.014,0.014,1.967,2.117,0.0,H4,0.0
3.55,1.6,0.8,0.017,0.081,0.098,1.967,2.117,0.0,H4,0.0
3.55,1.8,-0.3,0.0,0.0,0.0,2.104,2.247,0.0,H4,0.0
3.55,1.8,0.0,0.0,0.0,0.0,2.104,2.247,0.0,H4,0.0
3.55,1.8,0.3,0.0,0.002,0.002,2.104,2.247,0.0,H4,0.0
3.55,1.8,0.8,0.0,0.064,0.064,2.104,2.247,0.0,H4,0.0
3.55,2.0,-0.3,0.0,0.0,0.0,2.232,2.369,0.0,H4,0.0
3.55,2.0,0.0,0.0,0.0,0.0,2.232,2.369,0.0,H4,0.0
3.55,2.0,0.3,0.0,0.0,0.0,2.232,2.369,0.0,H4,0.0
3.55,2.0,0.8,0.0,0.032,0.032,2.232,2.369,0.0,H4,0.0
3.6,1.2,-0.3,0.018,0.007,0.025,1.67,1.843,0.0,H4,0.0
3.6,1.2,0.0,0.029,0.019,0.048,1.67,1.843,0.0,H4,0.0
3.6,1.2,0.3,0.042,0.037,0.079,1.67,1.843,0.0,H4,0.0
3.6,1.2,0.8,0.066,0.09,0.157,1.67,1.843,0.0,H4,0.0
3.6,1.4,-0.3,0.0,0.0,0.0,1.831,1.992,0.0,H4,0.0
3.6,1.4,0.0,0.007,0.008,0.015,1.831,1.992,0.0,H4,0.0
3.6,1.4,0.3,0.018,0.027,0.045,1.831,1.992,0.0,H4,0.0
3.6,1.4,0.8,0.04,0.09,0.13,1.831,1.992,0.0,H4,0.0
3.6,1.6,-0.3,0.0,0.0,0.0,1.979,2.131,0.0,H4,0.0
3.6,1.6,0.0,0.0,0.0,0.0,1.979,2.131,0.0,H4,0.0
3.6,1.6,0.3,0.0,0.013,0.013,1.979,2.131,0.0,H4,0.0
3.6,1.6,0.8,0.017,0.081,0.098,1.979,2.131,0.0,H4,0.0
3.6,1.8,-0.3,0.0,0.0,0.0,2.117,2.261,0.0,H4,0.0
3.6,1.8,0.0,0.0,0.0,0.0,2.117,2.261,0.0,H4,0.0
3.6,1.8,0.3,0.0,0.001,0.001,2.117,2.261,0.0,H4,0.0
3.6,1.8,0.8,0.0,0.063,0.063,2.117,2.261,0.0,H4,0.0
3.6,2.0,-0.3,0.0,0.0,0.0,2.247,2.384,0.0,H4,0.0
3.6,2.0,0.0,0.0,0.0,0.0,2.247,2.384,0.0,H4,0.0
3.6,2.0,0.3,0.0,0.0,0.0,2.247,2.384,0.0,H4,0.0
3.6,2.0,0.8,0.0,0.031,0.031,2.247,2.384,0.0,H4,0.0
3.65,1.2,-0.3,0.018,0.006,0.024,1.681,1.854,0.0,H4,0.0
3.65,1.2,0.0,0.029,0.018,0.047,1.681,1.854,0.0,H4,0.0
3.65,1.2,0.3,0.042,0.036,0.078,1.681,1.854,0.0,H4,0.0
3.65,1.2,0.8,0.067,0.09,0.157,1.681,1.854,0.0,H4,0.0
3.65,1.4,-0.3,0.0,0.0,0.0,1.843,2.005,0.0,H4,0.0
3.65,1.4,0.0,0.007,0.008,0.015,1.843,2.005,0.0,H4,0.0
3.65,1.4,0.3,0.018,0.026,0.044,1.843,2.005,0.0,H4,0.0
3.65,1.4,0.8,0.041,0.089,0.13,1.843,2.005,0.0,H4,0.0
3.65,1.6,-0.3,0.0,0.0,0.0,1.992,2.145,0.0,H4,0.0
3.65,1.6,0.0,0.0,0.0,0.0,1.992,2.145,0.0,H4,0.0
3.65,1.6,0.3,0.0,0.013,0.013,1.992,2.145,0.0,H4,0.0
3.65,1.6,0.8,0.018,0.08,0.098,1.992,2.145,0.0,H4,0.0
3.65,1.8,-0.3,0.0,0.0,0.0,2.131,2.276,0.0,H4,0.0
3.65,1.8,0.0,0.0,0.0,0.0,2.131,2.276,0.0,H4,0.0
3.65,1.8,0.3,0.0,0.001,0.001,2.131,2.276,0.0,H4,0.0
3.65,1.8,0.8,0.0,0.062,0.062,2.131,2.276,0.0,H4,0.0
3.65,2.0,-0.3,0.0,0.0,0.0,2.261,2.4,0.0,H4,0.0
3.65,2.0,0.0,0.0,0.0,0.0,2.261,2.4,0.0,H4,0.0
