mass_1,mass_2,spin_1z,computeDynaEjecta,computeDiskMass,both,mchirp_min,mchirp_max,spin_2z,EOS,
2.3,2.0,0.0,0.0,0.0,0.0,1.823,1.91,0.0,SLy,0.0
2.3,2.0,0.3,0.0,0.0,0.0,1.823,1.91,0.0,SLy,0.0
2.3,2.0,0.8,0.0,0.011,0.011,1.823,1.91,0.0,SLy,0.0
2.4,1.2,-0.3,0.002,0.003,0.005,1.413,1.507,0.0,SLy,0.0
2.4,1.2,0.0,0.007,0.013,0.02,1.413,1.507,0.0,SLy,0.0
2.4,1.2,0.3,0.014,0.03,0.043,1.413,1.507,0.0,SLy,0.0
2.4,1.2,0.8,0.026,0.081,0.108,1.413,1.507,0.0,SLy,0.0
2.4,1.3,-0.3,0.0,0.0,0.0,1.477,1.569,0.0,SLy,0.0
2.4,1.3,0.0,0.0,0.008,0.008,1.477,1.569,0.0,SLy,0.0
2.4,1.3,0.3,0.004,0.024,0.028,1.477,1.569,0.0,SLy,0.0
2.4,1.3,0.8,0.016,0.08,0.096,1.477,1.569,0.0,SLy,0.0
2.4,1.4,-0.3,0.0,0.0,0.0,1.539,1.63,0.0,SLy,0.0
2.4,1.4,0.0,0.0,0.003,0.003,1.539,1.63,0.0,SLy,0.0
2.4,1.4,0.3,0.0,0.017,0.017,1.539,1.63,0.0,SLy,0.0
2.4,1.4,0.8,0.006,0.076,0.082,1.539,1.63,0.0,SLy,0.0
2.4,1.5,-0.3,0.0,0.0,0.0,1.598,1.688,0.0,SLy,0.0
2.4,1.5,0.0,0.0,0.0,0.0,1.598,1.688,0.0,SLy,0.0
2.4,1.5,0.3,0.0,0.01,0.01,1.598,1.688,0.0,SLy,0.0
2.4,1.5,0.8,0.0,0.07,0.07,1.598,1.688,0.0,SLy,0.0
2.4,1.6,-0.3,0.0,0.0,0.0,1.654,1.744,0.0,SLy,0.0
2.4,1.6,0.0,0.0,0.0,0.0,1.654,1.744,0.0,SLy,0.0
2.4,1.6,0.3,0.0,0.003,0.003,1.654,1.744,0.0,SLy,0.0
2.4,1.6,0.8,0.0,0.061,0.061,1.654,1.744,0.0,SLy,0.0
2.4,1.7,-0.3,0.0,0.0,0.0,1.709,1.798,0.0,SLy,0.0
2.4,1.7,0.0,0.0,0.0,0.0,1.709,1.798,0.0,SLy,0.0
2.4,1.7,0.3,0.0,0.0,0.0,1.709,1.798,0.0,SLy,0.0
2.4,1.7,0.8,0.0,0.05,0.05,1.709,1.798,0.0,SLy,0.0
2.4,1.8,-0.3,0.0,0.0,0.0,1.762,1.85,0.0,SLy,0.0
2.4,1.8,0.0,0.0,0.0,0.0,1.762,1.85,0.0,SLy,0.0
2.4,1.8,0.3,0.0,0.0,0.0,1.762,1.85,0.0,SLy,0.0
2.4,1.8,0.8,0.0,0.038,0.038,1.762,1.85,0.0,SLy,0.0
2.4,1.9,-0.3,0.0,0.0,0.0,1.813,1.9,0.0,SLy,0.0
2.4,1.9,0.0,0.0,0.0,0.0,1.813,1.9,0.0,SLy,0.0
