mass_1,mass_2,spin_1z,computeDynaEjecta,computeDiskMass,both,mchirp_min,mchirp_max,spin_2z,EOS,
2.8,1.4,0.8,0.011,0.073,0.084,1.63,1.774,0.0,SLy,0.0
2.8,1.6,-0.3,0.0,0.0,0.0,1.76,1.896,0.0,SLy,0.0
2.8,1.6,0.0,0.0,0.0,0.0,1.76,1.896,0.0,SLy,0.0
2.8,1.6,0.3,0.0,0.002,0.002,1.76,1.896,0.0,SLy,0.0
2.8,1.6,0.8,0.0,0.057,0.057,1.76,1.896,0.0,SLy,0.0
2.8,1.8,-0.3,0.0,0.0,0.0,1.88,2.009,0.0,SLy,0.0
2.8,1.8,0.0,0.0,0.0,0.0,1.88,2.009,0.0,SLy,0.0
2.8,1.8,0.3,0.0,0.0,0.0,1.88,2.009,0.0,SLy,0.0
2.8,1.8,0.8,0.0,0.035,0.035,1.88,2.009,0.0,SLy,0.0
2.8,2.0,-0.3,0.0,0.0,0.0,1.992,2.116,0.0,SLy,0.0
2.8,2.0,0.0,0.0,0.0,0.0,1.992,2.116,0.0,SLy,0.0
2.8,2.0,0.3,0.0,0.0,0.0,1.992,2.116,0.0,SLy,0.0
2.8,2.0,0.8,0.0,0.009,0.009,1.992,2.116,0.0,SLy,0.0
2.85,1.2,-0.3,0.0,0.001,0.002,1.502,1.657,0.0,SLy,0.0
2.85,1.2,0.0,0.008,0.011,0.019,1.502,1.657,0.0,SLy,0.0
2.85,1.2,0.3,0.016,0.028,0.044,1.502,1.657,0.0,SLy,0.0
2.85,1.2,0.8,0.033,0.082,0.116,1.502,1.657,0.0,SLy,0.0
2.85,1.4,-0.3,0.0,0.0,0.0,1.644,1.789,0.0,SLy,0.0
2.85,1.4,0.0,0.0,0.0,0.0,1.644,1.789,0.0,SLy,0.0
2.85,1.4,0.3,0.0,0.013,0.013,1.644,1.789,0.0,SLy,0.0
2.85,1.4,0.8,0.011,0.073,0.084,1.644,1.789,0.0,SLy,0.0
2.85,1.6,-0.3,0.0,0.0,0.0,1.774,1.911,0.0,SLy,0.0
